Molecule,SMILES,Volume,PSA_RDKit,NHA,NHD,NRB,FractionCSP3,PSA_Volume_Ratio,Partition_Energy_kcal_mol,Hydration_Energy_kcal_mol,LogD,KSOL,HLM CLint,MLM CLint,Caco-2 Permeability Papp A>B,Caco-2 Permeability Efflux,MPPB,MBPB,MGMB
E-0003090,CN(C)CCCOc1ccc(-c2nc3cc(-c4ccc5[nH]cnc5c4)ccc3[nH]2)cc1,382.24000000000000,69.83,4,2,7,0.2,0.18268627040602800,9.692227523475040,-21.10052507755110,,,18.9,336.0,,,,,
E-0010021,CN(C)Cc1ccc(CNC(=O)Nc2ccc3nnsc3c2)cc1,305.8160000000000,70.15,5,2,5,0.23529411764705900,0.22938629764302700,7.591437995571360,-16.371480910954300,,,9.9,180.0,,,,,
E-0010022,CN(C)CCOc1ccc(CNC(=O)Nc2ccc3nnsc3c2)cc1,331.2320000000000,79.38000000000000,6,2,7,0.2777777777777780,0.23965075838083300,8.258766583057610,-17.890597964303900,,,15.6,250.1,,,,,
E-0010024,CC(NC(=O)Nc1ccc2nnsc2c1)c1cnn(C)c1,257.70400000000000,84.73000000000000,6,2,3,0.23076923076923100,0.3287880669295000,8.593942161652160,-18.542497467262800,,,,36.0,,,,,
E-0010025,O=C(NCc1cn[nH]c1)Nc1ccc2nnsc2c1,223.61600000000000,95.59,5,3,3,0.09090909090909090,0.4274738838008010,9.574042039088150,-20.540197726745,,,9.3,2044.5,,,,,
E-0010059,CN1CCC(C(=O)NCc2cccc(CNC(=O)Nc3ccc4nnsc4c3)c2)CC1,393.5280000000000,99.25,6,3,6,0.36363636363636400,0.2522056880323640,10.843248748252600,-23.132767079387700,,,9.1,54.8,,,,,
E-0010060,O=C(NCc1cccc(CNC(=O)c2nc3ccccc3[nH]2)c1)Nc1ccc2nnsc2c1,387.6320000000000,124.69,6,4,6,0.08695652173913040,0.3216710694679490,10.906490711405900,-23.934946255616600,,,54.4,658.3,,,,,
E-0010062,CN(C)CCCOc1ccc(CNC(=O)Nc2ccc3ncccc3c2)cc1,359.9360000000000,66.49000000000000,4,2,8,0.2727272727272730,0.1847272848506400,7.778952858095170,-17.052756178466500,,,,39.4,,,,,
E-0010066,CN(C)CCCOc1ccc(CNC(=O)Nc2ccc3ncsc3c2)cc1,351.3920000000000,66.49000000000000,5,2,8,0.3,0.18921887806210700,7.646317474365220,-16.780139404193700,,,,69.1,,,,,
E-0010071,COc1ccc2nc(-c3ccc(-c4nc5ccc(OCCCNC(=N)N(C)C)cc5[nH]4)cc3)[nH]c2c1,441.7920000000000,114.94,5,4,8,0.2222222222222220,0.26016768071852800,11.60783287560310,-25.425894364218400,,,173.4,96.7,,,,,
E-0010120,CN(C)CCCOc1ccc(CNC(=O)Nc2ccc3cnccc3c2)cc1,360.33600000000000,66.49000000000000,4,2,8,0.2727272727272730,0.18452222370232200,8.04274476106872,-17.556207498998900,,,15.8,675.8,,,,,
E-0010121,NCc1cccc(CNC(=O)Nc2ccc3ncccc3c2)c1,283.88000000000000,80.04000000000000,3,3,4,0.1111111111111110,0.2819501197689160,8.159763017074520,-17.89525643463420,,,123.2,439.0,,,,,
E-0010138,COc1ccc2c(c1)c1cc3c(C(=O)N[C@H](C)CN(C)C)nccc3c(C)c1n2C,382.4240000000000,59.39,5,1,5,0.3333333333333330,0.15529883061732500,5.508617380050160,-12.200593507238000,,,,4085.9,,,,,
E-0010347,Cc1c2ccncc2cc2c3cc(OCCN(C)C)ccc3n(C)c12,317.7120000000000,30.29,4,0,4,0.2857142857142860,0.0953379161001158,4.878464996644170,-10.82848788147060,,121.0,,418.1,,,5.2,,
E-0010358,Cc1c2ccncc2cc2c3cc(OCCCN4CCOCC4)ccc3n(C)c12,366.68000000000000,39.52,5,0,5,0.375,0.10777789898549100,5.899746587224110,-13.083624256968600,,,10.7,517.0,,,,,
E-0010360,Cc1c2ccncc2cc2c3cc(OCCCN4CCCC4)ccc3n(C)c12,357.1840000000000,30.29,4,0,5,0.375,0.08480223078301380,4.77363293964534,-10.572714610988200,,,,273.8,,,,,
E-0010361,CCN(CC)CCCOc1ccc2c(c1)c1cc3cnccc3c(C)c1n2C,368.3920000000000,30.29,4,0,7,0.375,0.08222219809333530,4.83050647574303,-10.725659926537800,,,,243.6,,,,,
E-0010362,Cc1c2ccncc2cc2c3cc(OCCN4CCOCC4)ccc3n(C)c12,350.09600000000000,39.52,5,0,4,0.34782608695652200,0.1128833234312870,5.701420058613970,-12.61923786414690,,,10.7,685.0,,,,,
E-0010455,Cc1c2ccncc2cc2c3cc(OCC(N)=O)ccc3n(C)c12,286.0160000000000,70.14000000000000,4,1,3,0.15789473684210500,0.24523103602595700,7.248980797744740,-16.044584530985700,,,46.2,399.0,,,,,
E-0010457,Cc1c2ccncc2cc2c3cc(C(=O)NCCN(C)C)ccc3n(C)c12,341.07200000000000,50.160000000000000,4,1,4,0.2727272727272730,0.14706572219355400,6.724644772286550,-14.745642355018500,,,,325.0,,,,,
E-0010464,COc1ccc2c(c1)c1cc(C(=O)NCCCN(C)C)nc(C)c1n2C,339.28800000000000,59.39,5,1,6,0.4,0.17504303128905200,6.208853832954530,-13.707915813888000,,182.0,,481.7,,,23.7,,
E-0010481,Cc1nc(C(=O)NCCCN(C)C)cc2c3cc(OCCCN(C)C)ccc3n(C)c12,418.3360000000000,62.63000000000000,6,1,10,0.5,0.14971219306968600,6.864203698258560,-15.2090424195617,,203.0,,275.1,,,62.1,,
E-0010482,Cc1nc(C(=O)NCCN(C)C)cc2c3cc(OCCCN(C)C)ccc3n(C)c12,402.0960000000000,62.63000000000000,6,1,9,0.4782608695652170,0.15575882376347900,6.667090578524620,-14.732178992265600,,224.0,,216.7,,,37.0,,
E-0010495,Cc1c2ccncc2cc2c3cc(OCC4=NCCN4)ccc3n(C)c12,314.33600000000000,51.440000000000000,5,1,3,0.23809523809523800,0.16364654382571500,6.119488376851720,-13.626916266732100,,,,233.0,,,,,
E-0010519,CN(C)CCCNC(=O)c1cc2c3cc(OCCCN(C)C)ccc3n(C)c2cn1,402.4480000000000,62.63000000000000,6,1,10,0.4782608695652170,0.15562258975072600,6.616104990099800,-14.679327113669700,,180.0,,128.9,,,43.9,,
E-0010520,CN(C)CCCOc1ccc2c(c1)c1cc(C(=O)NCCN(C)C)ncc1n2C,385.0160000000000,62.63,6,1,9,0.45454545454545500,0.16266856442329700,6.511561418855030,-14.465140852022000,,194.0,,41.2,,,74.1,,
E-0010559,CNC(=O)COc1ccc2c(c1)c1cc3cnccc3c(C)c1n2C,303.6160000000000,56.15,4,1,3,0.2,0.18493755269814500,6.753138634509410,-14.864042956775600,,12.5,48.9,737.5,,,1.4,,
E-0010561,COc1ccc2c(c1)c1cc3c(C(=O)NCCN(C)C)nccc3c(C)c1n2C,366.38400000000000,59.39,5,1,5,0.30434782608695700,0.16209768985545200,5.588592801338040,-12.307396512637800,,157.0,,3325.1,,,3.6,,
E-0010562,Cc1c2ccncc2cc2c3cc(OCCN4CCCCC4)ccc3n(C)c12,356.84800000000000,30.29,4,0,4,0.375,0.08488207864412860,4.793629421977760,-10.633280015900200,,140.0,12.6,297.7,,,3.4,,
E-0010567,Cc1c2ccncc2cc2c3cc(OCCN)ccc3n(C)c12,284.4320000000000,53.07,4,1,3,0.21052631578947400,0.1865823817292010,5.577446642143810,-12.40322605010900,,156.0,13.6,144.2,,,2.9,,
E-0010568,COc1ccc2c(c1)c1cc3c(C(=O)NCCCN(C)C)nccc3c(C)c1n2C,382.36000000000000,59.39,5,1,6,0.3333333333333330,0.1553248247724660,5.424121185684170,-11.958416170509100,,,,1426.9,,,,,
E-0010569,Cc1c2ccncc2cc2c3cc(OCCN4CCN(C)CC4)ccc3n(C)c12,370.4800000000000,33.53,5,0,4,0.375,0.09050421075361690,5.397169627139490,-12.01643303913750,,237.0,17.6,266.8,,,2.4,,
E-0010578,CCN(CC)CCOc1ccc2c(c1)c1cc3cnccc3c(C)c1n2C,351.24000000000000,30.29,4,0,6,0.34782608695652200,0.08623733060015940,4.849614058183600,-10.76512281265850,,245.0,12.7,237.5,,,3.1,,
E-0010584,COc1ccc2c(c1)c1cc3ccncc3c(C)c1n2C,255.04000000000000,27.05,3,0,1,0.16666666666666700,0.10606179422835600,4.423894863876700,-9.770349308030230,,,90.7,1456.8,,,0.8,,
E-0010596,Cc1c2ccncc2cc2c3ccc(OCC4=NCCN4)cc3n(C)c12,314.32000000000000,51.440000000000000,5,1,3,0.23809523809523800,0.16365487401374400,6.18304211971696,-13.739326896302800,,,,611.9,,,,,
E-0010600,COc1ccc2oc3c(C)c4ccncc4cc3c2c1,234.20800000000000,35.260000000000000,3,0,1,0.11764705882352900,0.15054993851619100,3.5930790473644400,-8.032775988661840,,,112.1,273.4,,,0.6,,
E-0010604,Cc1c2ccncc2cc2c3cc(OC[C@H]4CCCN4)ccc3n(C)c12,323.72800000000000,39.08,4,1,3,0.3181818181818180,0.12071862798398700,5.11268656907142,-11.367181779864500,,174.0,,211.2,,,3.7,,
E-0010607,Cc1c2ccncc2cc2c3c(OCC4=NCCN4)cccc3n(C)c12,314.5760000000000,51.440000000000000,5,1,3,0.23809523809523800,0.16352169269111400,5.949146965322500,-13.161856063708900,,,18.7,578.9,,,,,
E-0010611,Cc1c2ccncc2cc2c3cc(OC[C@@H]4CCCN4)ccc3n(C)c12,323.75200000000000,39.08,4,1,3,0.3181818181818180,0.12070967901356600,5.226718459735970,-11.601926223678700,,227.0,,228.2,,,1.8,,
E-0010625,Cc1c2ccncc2cc2c3cc(OCC(=O)N(C)C)ccc3n(C)c12,320.7360000000000,47.36,4,0,3,0.23809523809523800,0.1476603811234160,6.228518876941890,-13.770911367827600,,7.73,65.7,867.9,,,1.7,,
E-0010627,Cc1nc(C(=O)NCCCN(C)C)cc2c3cc(OCCN4CCOCC4)ccc3n(C)c12,434.3440000000000,71.86000000000000,7,1,9,0.52,0.16544490081594300,7.495118744230640,-16.500272988962200,,150.0,,498.1,,,47.1,,
E-0010628,Cc1nc(C(=O)NCCCN(C)C)cc2c3cc(OCC4=NCCN4)ccc3n(C)c12,398.7840000000000,83.78,7,2,8,0.43478260869565200,0.2100886695554490,7.913270545527320,-17.561203316378900,,,,56.6,,,,,
E-0010647,CN(C)CCCNc1nc(Nc2ccncc2)nc2ccccc12,306.31200000000000,65.97,6,2,7,0.2777777777777780,0.21536864373579900,5.804195521420760,-12.948469653975200,1.5,,,,4.16,1.92,,,
E-0010656,CCn1c2ccc(OCC3=NCCN3)cc2c2cc3cnccc3c(C)c21,331.48800000000000,51.44,5,1,4,0.2727272727272730,0.1551790713389320,6.092687156299170,-13.57945892412130,,202.0,,485.1,,,1.4,,
E-0010660,Cc1c2ccncc2cc2c3cc(OCC4=NCCN4C)ccc3n(C)c12,331.70400000000000,42.650000000000000,5,0,3,0.2727272727272730,0.12857849166727000,5.830436947906060,-12.867267139158400,,74.7,,244.4,,,5.6,,
E-0010662,Cn1c2ccc(OCCN3CCOCC3)cc2c2cc3cnccc3cc21,333.38400000000000,39.520000000000000,5,0,4,0.3181818181818180,0.11854198161879400,5.734306048876750,-12.751894427042800,,208.0,29.0,1364.9,,,1.8,,
E-0010676,Cc1c2ccncc2cc2c1sc1ccc(OCCN3CCOCC3)cc12,339.0320000000000,34.59,5,0,4,0.3181818181818180,0.102025767479176,5.047519415182290,-11.357021721660700,,,45.5,2336.6,,,,,
E-0010686,Cc1c2ccncc2cc2c3cc(OCC4=NCCN4)ccc3n(C(C)C)c12,348.0640000000000,51.440000000000000,5,1,4,0.30434782608695700,0.14778891238392900,6.045409152095160,-13.465208179602200,,,,405.1,,,,,
E-0010690,Cc1c2ccncc2cc2c3cc(C(N)=O)ccc3n(C)c12,260.90400000000000,60.91,3,1,1,0.1111111111111110,0.23345751694109700,7.303551090949540,-15.954851114286800,,,73.4,1405.5,,,1.7,,
E-0010691,CNC(=O)c1ccc2c(c1)c1cc3cnccc3c(C)c1n2C,277.7200000000000,46.92,3,1,1,0.15789473684210500,0.16894714100532900,6.883030767790490,-14.942193575024700,,,41.1,221.8,,,1.7,,
E-0010712,Cc1c2ccncc2cc2c3cc(C(=O)NCCO)ccc3n(C)c12,302.0160000000000,67.15,4,2,3,0.2,0.2223392138164870,7.914777739122440,-17.20871754741470,,,16.4,191.4,,,,,
E-0010713,COCCNC(=O)c1ccc2c(c1)c1cc3cnccc3c(C)c1n2C,320.5280000000000,56.15,4,1,4,0.23809523809523800,0.1751797034892430,6.837808192160350,-15.051949657482800,,144.0,40.0,1900.2,,,5.9,,
E-0010724,Cc1c2ccncc2cc2c3cc(OC[C@H](C)N)ccc3n(C)c12,301.1600000000000,53.07,4,1,3,0.25,0.17621862133085400,5.517424672123760,-12.262033392733600,,,,71.1,,,,,
E-0010727,Cc1nc(C(N)=O)cc2c3cc(OCCN4CCOCC4)ccc3n(C)c12,337.7600000000000,82.61000000000000,6,1,5,0.4,0.24458195168166700,7.607192080042360,-16.82765758409750,,14.5,11.7,1602.1,,,8.5,,
E-0010730,Cc1c2ccnc(C(=O)N[C@H](C)CN(C)C)c2cc2c3ccc(OCCCN4CCN(C)CC4)cc3n(C)c12,514.5520000000000,65.87,7,1,9,0.4838709677419360,0.1280142726099600,6.975161137761500,-15.278450252169900,,204.0,15.6,1050.6,,,8.4,,
E-0010733,Cn1c2ccc(OCCN3CCOCC3)cc2c2cc3ncccc3cc21,333.3760000000000,39.520000000000000,5,0,4,0.3181818181818180,0.11854482626223800,5.63466526300122,-12.442733346432000,,107.0,33.0,3579.0,,,4.3,,
E-0010734,CN(C)CCOc1ccc2c(c1)c1cc3ncccc3cc1n2C,300.9440000000000,30.29,4,0,4,0.25,0.10064995480886800,4.690800941771310,-10.382321784828600,,223.0,21.5,1959.7,,,8.1,,
E-0010736,Cc1c2ccncc2cc2c3cc(OCCN4CCC(O)CC4)ccc3n(C)c12,365.8960000000000,50.52,5,1,4,0.375,0.13807202046483200,6.424239285776040,-14.317162740669200,,216.0,18.4,177.3,,,2.8,,
E-0010737,Cc1c2ccncc2cc2c3cc(OCCN4CCC(F)CC4)ccc3n(C)c12,362.5280000000000,30.29,4,0,4,0.375,0.08355216700503130,5.751266465047540,-12.754570677525000,,135.0,26.6,545.1,,,1.3,,
E-0010738,Cc1c2ccncc2cc2c3cc(OC[C@H](C)N(C)C)ccc3n(C)c12,334.5440000000000,30.29,4,0,4,0.3181818181818180,0.09054115452675880,4.8124133466584000,-10.663239844262000,,207.0,13.2,260.7,,,1.8,,
E-0010739,Cc1c2c(cc3c4cc(OCC5=NCCN5)ccc4n(C)c13)C(=O)NCC2,328.6880000000000,67.65000000000000,5,2,3,0.3333333333333330,0.20581828360025300,7.914514582788490,-17.417063909484800,,171.0,20.6,175.5,,,12.6,,
E-0010751,Cn1c2ccc(OCC3=NCCN3)cc2c2cc3cnccc3cc21,297.84800000000000,51.44,5,1,3,0.2,0.17270554108135700,6.080790192754410,-13.526142796193200,,193.0,,687.7,,,7.0,,
E-0010754,CN(C)CCOc1ccc2c(c1)c1cc3cnccc3cc1n2C,301.24000000000000,30.29,4,0,4,0.25,0.10055105563670200,4.836956817313200,-10.754528921842900,,170.0,19.5,369.4,,,8.2,,
E-0010765,Cc1c2ccnc(C(=O)N[C@H](C)CN(C)C)c2cc2c3c(OCCCN4CCN(C)CC4)cccc3n(C)c12,514.8160000000000,65.87,7,1,9,0.4838709677419360,0.1279486263053210,6.01459895637178,-13.198636092299100,,146.0,22.7,122.1,,,2.3,,
E-0010766,Cc1nc(C(N)=O)cc2c3cc(OCC4=NCCN4)ccc3n(C)c12,301.5280000000000,94.53,6,2,4,0.2777777777777780,0.31350322358122600,8.117566177342570,-17.964865136448100,,183.0,,244.7,,,29.0,,
E-0010767,Cn1c2ccc(OCCN3CCCCC3)cc2c2nc3cnccc3nc21,331.4000000000000,56.07,6,0,4,0.38095238095238100,0.16919130959565500,4.79949998946252,-10.703792647082000,,168.0,11.2,448.1,,,20.9,,
E-0010768,Cc1c2ccncc2cc2c3cc(C#N)ccc3n(C)c12,247.35200000000000,41.61,3,0,0,0.1111111111111110,0.16822180536239800,5.9344651977079900,-12.865651881008800,,,136.7,899.7,,,,,
E-0010771,CN(C)CCNC(=O)c1ccc2c(c1)c1cc3ccncc3nc1n2C,320.0320000000000,63.050000000000000,5,1,4,0.25,0.19701154884511500,6.375413726583870,-14.048872122973100,,,,739.2,,,,,
E-0010772,Cn1c2ccc(OCC3=NCCN3)cc2c2cc3ccncc3nc21,293.5040000000000,64.33,6,1,3,0.21052631578947400,0.21917929568251200,5.95051422495409,-13.26194811253620,,,27.9,1145.2,,,,,
E-0010774,Cc1c2ccncc2cc2c3cc(N4CCN(C)CC4)ccc3n(C)c12,327.33600000000000,24.300000000000000,4,0,1,0.3181818181818180,0.07423564777476360,4.855228354749900,-10.744538871322000,,,,299.1,,,,,
E-0010776,Cn1c2ccc(OCCN3CCOCC3)cc2c2nc3cnccc3nc21,324.92800000000000,65.3,7,0,4,0.35,0.20096759897577300,5.765249995700820,-12.880262010724800,,130.0,20.0,1125.8,,,22.5,,
E-0010784,Cn1c2ccc(OCC(=N)N)cc2c2cc3cnccc3cc21,273.53600000000000,76.92,4,2,3,0.1111111111111110,0.28120613008891000,7.244371824274820,-16.090603777210400,,34.3,,683.0,,,6.0,,
E-0010786,Cn1c2ccc(OCC3=NCCN3)cc2c2nc3cnccc3nc21,289.08000000000000,77.22,7,1,3,0.2222222222222220,0.26712328767123300,6.293829874919530,-14.039921243348300,,163.0,,548.8,,,28.7,,
E-0010812,Cc1c2c(cc3c4cc(OCC5=NCCN5)ccc4n(C)c13)C(=O)N(C)CC2,346.04800000000000,58.86,5,1,3,0.36363636363636400,0.17009201035694500,7.436530201917440,-16.254984895479100,,152.0,12.9,439.1,,,8.4,,
E-0010816,CN(C)CCCNc1nccc2c1C(=O)c1c([nH]c3ccc(OCC4=NCCN4)cc13)C2=O,399.9200000000000,111.71000000000000,8,3,8,0.3333333333333330,0.2793308661732350,7.4283660044832700,-16.782511767552300,,,,34.0,,,,,
E-0010922,Cc1c2ccncc2cc2c3cc(OCC4=NCCN4)cc(F)c3n(C)c12,319.1120000000000,51.440000000000000,5,1,3,0.23809523809523800,0.16119732257013200,5.702353787329010,-12.770561928447600,,,12.6,1129.6,,,,,
E-0010975,CCn1c2ccc(OCC3=NCCN3)cc2c2cc3cnccc3cc21,314.5440000000000,51.44,5,1,4,0.23809523809523800,0.163538328500941,6.055335697435060,-13.503087468956100,,147.0,24.7,273.9,,,13.5,,
E-0010989,Cc1c2ccncc2cc2c3cc(OCCN(C)C)cc(F)c3n(C)c12,323.1520000000000,30.29,4,0,4,0.2857142857142860,0.09373298014556610,4.489537614307780,-10.04529746354250,,,,799.6,,,,,
E-0010994,Cn1c2ccc(OCC(=N)N)cc2c2cc3ncccc3cc21,273.51200000000000,76.92,4,2,3,0.1111111111111110,0.2812308052297520,6.996266847288960,-15.535814460409400,,78.3,15.7,1853.6,,,6.2,,
E-0011026,COc1ccc(Nc2nccc(NCCc3ccncc3)n2)cc1,297.5440000000000,71.96000000000000,6,2,7,0.16666666666666700,0.2418465840346300,6.402596837294100,-14.203226533566700,2.8,67.4,104.8,1164.8,26.39,0.78,8.0,,
E-0011078,CN(C)CCCn1ccc2nc3ccc(OCC4=NCCN4)cc3c-2c1,334.33600000000000,54.68000000000000,6,1,7,0.4,0.1635480474732010,8.870622036899240,-19.08474870847920,,207.0,,,,,72.8,,
E-0011079,c1cc2cc3[nH]c4ccc(OCC5=NCCN5)cc4c3cc2cn1,280.6240000000000,62.3,4,2,3,0.15789473684210500,0.2220052454529900,6.694682674896490,-14.872517803188600,,160.0,22.8,193.3,,,69.4,,
E-0011083,CNc1ccnc(N(CCc2cccnc2)c2ccnc(Nc3ccc(Cl)cc3)n2)n1,378.4560000000000,91.75,8,2,8,0.13636363636363600,0.24243240957997800,6.239613276240080,-13.969412731031100,-0.1,95.2,25.4,339.3,,,9.5,,
E-0011122,NC(=O)CN1C(=O)Cc2ccc(-c3ccccc3)cc21,241.59200000000000,63.400000000000000,2,1,3,0.125,0.26242590814265400,5.605649793458270,-12.70313336986030,,40.4,13.5,136.3,,,5.4,,
E-0011133,CNc1ccnc(N(CCc2cccnc2)c2ccnc(Nc3ccc(OC)cc3)n2)n1,388.7360000000000,100.98,9,2,9,0.17391304347826100,0.259764981890023,7.3763033554734100,-16.57081258766470,-0.6,90.8,20.6,319.3,,,29.4,,
E-0011137,CNc1ccnc(N(CCc2ccncc2)c2ccnc(Nc3ccc(OC)cc3)n2)n1,388.6320000000000,100.98,9,2,9,0.17391304347826100,0.2598344963873280,8.088897877459970,-17.819847330142000,-0.6,97.2,19.9,361.8,,,30.7,,
E-0011166,Cc1c2cnccc2cc2c3cc(OCCN(C)C)ccc3n(C)c12,317.5520000000000,30.29,4,0,4,0.2857142857142860,0.09538595253690730,4.831009250043510,-10.748066769569300,,158.0,33.4,664.2,,,2.9,,
E-0011167,COC(C)Cn1c(=O)n(C)c2cnc3ccc(-c4cncc(C(C)(C)O)c4)cc3c21,375.8800000000000,82.17,7,1,5,0.34782608695652200,0.2186070022347560,7.667970463134450,-17.186906657511400,,,,,,,21.8,,
E-0011189,C[C@H](NC(=O)c1ccc2c(c1)c1cc(C(=O)N[C@@H](C)C(N)=O)ccc1n2C)C(N)=O,365.6240000000000,149.31,5,4,6,0.23809523809523800,0.4083703476795830,11.467681793625900,-25.6468989355943,,153.0,,,,,52.4,,
E-0011190,Cc1c2ccncc2cc2c3cc(OCC[C@@H](C)N)ccc3n(C)c12,317.12000000000000,53.07,4,1,4,0.2857142857142860,0.1673498990918260,5.648792444412620,-12.57344627758370,,182.0,14.0,193.9,,,1.5,,
E-0011191,COc1ccc2c(c1)c1cc(NC(=O)NCCN(C)C)nc(C)c1n2C,333.51200000000000,71.42000000000000,5,2,5,0.3684210526315790,0.21414521816306500,6.704993992372350,-14.910321492084400,,146.0,22.0,304.7,,,14.9,,
E-0011195,NC(=O)CCN1C(=O)Cc2c1ccc1ccccc21,230.50400000000000,63.400000000000000,2,1,3,0.2,0.2750494568423980,6.912186358634830,-15.394812114688300,,189.0,9.6,379.0,,,19.4,,
E-0011210,Cc1c2ccncc2cc2c3cc(OCC[C@H](C)N)ccc3n(C)c12,317.2560000000000,53.07,4,1,4,0.2857142857142860,0.16727816022392000,5.639713311546840,-12.537609424216600,,165.0,17.1,236.2,,,1.5,,
E-0011211,Cc1c2ccncc2cc2c3cc(OC[C@H](C)Nc4ccccn4)ccc3n(C)c12,368.2960000000000,51.97,5,1,5,0.2,0.1411093251080650,6.141205947388240,-13.618939256347900,,,148.1,1513.3,,,,,
E-0011212,Cc1c2ccnc(C(=O)N[C@H](C)CN(C)C)c2cc2c3cc(OCC(N)=O)ccc3n(C)c12,413.6080000000000,102.48000000000000,6,2,7,0.32,0.24777083615404000,8.27023480400161,-18.27271563476400,,196.0,,1577.6,,,12.6,,
E-0011213,Cc1c2ccnc(C(=O)N[C@H](C)CN(C)C)c2cc2c3cc(OC[C@H](C)N)ccc3n(C)c12,428.7280000000000,85.41,6,2,7,0.38461538461538500,0.1992172193092120,6.7116606488910500,-14.963272404208600,,218.0,,361.5,,,3.5,,
E-0011214,CC(=O)N[C@@H](C)COc1ccc2c(c1)c1cc3cnccc3c(C)c1n2C,337.4320000000000,56.15,4,1,4,0.2727272727272730,0.16640389767419800,7.211715333950530,-15.891069160875500,,74.3,30.8,653.2,,,13.4,,
E-0011215,Cc1c2ccncc2cc2c3cc(OC[C@H](C)NC(N)=O)ccc3n(C)c12,332.14400000000000,82.17000000000000,4,2,4,0.23809523809523800,0.24739269714340800,8.444544938315570,-18.742975094953700,,,20.4,491.5,,,0.8,,
E-0011216,NC(=O)Cn1ccc2ccc(-c3ccccc3)cc21,233.34400000000000,48.02,2,1,3,0.0625,0.20579059243006000,5.636512412892930,-12.640621478834300,,42.2,44.2,1073.4,,,2.5,,
