SMILES,AQSOL
CC/C=C/CCOC(=O)c1ccccc1O,-4.643981404
Cc1cc(C)cc(C)c1,-3.382657059
CC(=O)OC(C)(C)CCCC(=C)C=C,-3.597416499
CCCN(CCC)CCC,-2.472220255
N,1.451806889
O=C1CCCCCN1C(=O)NCCCCCCNC(=O)N2CCCCCC2=O,-3.906400656
CC(C)CCOC(=O)CC(C)C,-3.554059535
CCCCCC(CO)CCC,-3.518198523
Nc1ccc(CCc2ccc(N)cc2)cc1,-3.645700574
COC(=O)c1cccnc1,-0.459550859
CC(C)(C)c1ccc(cc1)C(O)=O,-3.577962337
FC(F)C(F)(F)F,-1.416495791
Cc1cccc(O)c1C,-1.424196078
Oc1c(I)cc(Cl)c2cccnc12,-1.822256226
CCCCC(CC)C(=O)OOC(C)(C)C,-3.669517691
CC1C(CC2CC1C2(C)C)C=O,-3.558040393
CC(C)(O)CCc1ccccc1,-1.555639677
CC(=O)c1oc2ccccc2c1,-2.548488397
CCC(O)COC1CCCCC1C(C)(C)C,-3.698734262
CC(C)C1CCC(C)CC1OO,-2.588821642
CC(C)COC(=O)c1cc(N)c(Cl)c(N)c1,-2.738284824
OC1(CCCCC1)C(=O)c2ccccc2,-2.664780194
Clc1nc(Cl)nc(Cl)n1,-2.622338856
COc1cc(c(O)c(c1)C(C)(C)C)c2cc(OC)cc(c2O)C(C)(C)C,-6.776311258
CN(C=O)c1ccccc1,-1.494780947
CC12CCC3C(CCC4=CC(=O)C=CC34C)C1CCC2=O,-2.820459609
CC(C)(C)C(=O)OCCc1ccccc1,-3.675280089
CC(OC(C)=O)C1CCCCC1,-3.597623767
CC(=O)CCC1=C(C)CCCC1(C)C,-3.655044576
CCCCCCO,-1.382910122
CC/C(C)=C/CC/C(C)=C/C#N,-3.589641142
CCCCCCC1(C)CCC(=O)O1,-2.643261824
COC(C)(C)C,-0.323526854
C(NCc1ccccc1)c2ccccc2,-2.687630237
COC(=O)c1ccccc1C(=O)OC,-1.686157925
CCCCCC1CCCC(=O)O1,-1.629032231
CCOC(=O)CC(=O)C(F)(F)F,-1.663024463
CCCCCOC(=O)CCCC,-3.624481304
CC1=CC(=O)N(Cc2cccc(CN3C(=O)C=C(C)C3=O)c2)C1=O,-3.900334993
CC\C=C/CCOC(=O)c1ccccc1,-3.704897417
COC(=O)c1ccc(c(N)c1)C(=O)OC,-3.718503765
CCCC(CC)CCCCCCCN,-3.697625957
OC(=O)CCCCCCCCCCC(O)=O,-3.76024149
CC1(C)CCC2OC23C(C)(C)C4CCC13C4,-4.6529288
CC(O)CSCCCCCCCCC(C)(C)C,-4.730940692
CCCCCCCCCCCC(O)=O,-4.619583571
CCCCC(CC)COC(=O)CS,-4.635481621
CCC(C)(C)c1ccccc1,-4.50074592
CC(CCC=O)C1C(=CCCC1(C)C)C,-4.653202091
CC1(C)C2CCC(C2)C1=C,-4.471540428
CC(CC1CCCC1=O)C2CCC(=CC2)C,-4.680367049
CCCCCCCCCC(=O)OC,-4.626748523
CCCCN(CCCC)C(=O)N(CCCC)CCCC,-4.820595497
COC1CCCCCCCCCCC1,-4.683590383
CCOC1(C)CCC2C(=C)C1CCC2(C)C,-4.734296245
CCN(CC)C(=S)SSC(=S)N(CC)CC,-4.860377549
Cc1ccc(N2C(=O)c3cccc4c(N)ccc(C2=O)c34)c(C)c1,-4.891655533
Cc1cc(cc(C)c1CC#N)C(C)(C)C,-4.701811829
O=C1NC(=O)c2cccc3cccc1c23,-4.692831503
O=C1CCC2CCCCC2O1,-0.586560326
COC(=O)c1ccc(C)cc1,-2.576720352
CC1CC(C)(C)OC(Cc2ccccc2)O1,-2.744685443
Nc1ccccc1N,-0.439609879
CC(C)CCCC(C)CC#N,-3.587759138
O=C1CCCCCN1C(=O)c2cccc(c2)C(=O)N3CCCCCC3=O,-3.958346195
CC(C)=CCC\C(C)=C\CCC(C)=O,-3.697448425
CCCCCC(=O)OCC=C,-2.610551759
Fc1ccc(cc1)C(=O)CCCCl,-2.722633923
CC(C)OC(=O)CCC(=O)OC(C)C,-1.729316846
NC(=O)C(F)(F)F,-1.485022741
CCC(C)(C)C1CCC(=O)CC1,-2.656892778
CCCCCCC#CC(=O)OC,-3.651887666
CCCCCCCCCCO,-3.631238036
COc1ccc(OC)c(Cl)c1,-2.672402404
OCCOc1ccc2ccccc2c1,-2.71429469
CCCCOc1ccccc1,-3.613249563
O=C(OCCOCCOC(=O)c1ccccc1)c2ccccc2,-3.937488879
CCCCCCCC\C=C/CCCCCCCCNCCCN,-3.955042001
Clc1ccc(Cl)c(Cl)c1,-3.702452078
Cc1c(CO)nccc1OCC(F)(F)F,-1.792073711
COC,0.88436592
COc1cc(\C=C\C(O)=O)cc(OC)c1OC,-2.830470194
BrCCCCBr,-2.790216782
C1CCc2ccccc2C1,-3.567368139
CCCCOC(=O)CCCCC(=O)OCCCC,-3.86815387
Cc1ccc(c(O)c1)C(C)(C)C,-2.672674663
C=CC(=O)OCCCCCCOC(=O)C=C,-2.819336696
CCCCCCCCCC(=O)N(C)C,-2.76811118
Nc1ccc(cc1)N=Nc2ccccc2,-3.759703076
CC1=CCC(CC#N)C1(C)C,-2.647537233
Cc1ccc(O)c(c1)C(C)(C)C,-2.691753623
C=CCOc1nc(OCC=C)nc(OCC=C)n1,-2.87422578
CCCCC(O)=O,-0.490652149
CC(O)C(C)Cc1ccccc1,-1.69697299
CCCCC(C(=O)OCC)C(=O)OCC,-2.816496397
CCCCCCCCCCCC1=NCCN1CCO,-3.898655621
FC(F)(F)c1ccc(Cl)cc1,-3.727695225
Oc1ccc(cc1)c2ccc(O)cc2,-3.742373099
C\C=C\OC1CCC(CC1)O\C=C\C,-3.903732091
O=C1CCCCCCCCCOCCCCCO1,-3.8838495
CCCCCCCCCCC(C)CCCCCCCC,-6.451104534
NC(=O)N=NC(N)=O,-3.54624346
CC(C)(C)c1ccc(O)c(c1)C(C)(C)C,-3.796046333
CC(Cc1ccc(cc1)C(C)(C)C)C=O,-3.791782061
COc1ccc(cc1N)C(=O)Nc2ccccc2,-3.86580004
CCC(C)(C)Cl,-2.51054501
N#CCN(CCN(CC#N)CC#N)CC#N,-2.820404347
CC(C)(C)OOC(=O)c1ccccc1,-2.776432949
CC(F)F,-1.314722844
CCC(C)(O)CCCC(C)C,-2.694289782
COc1ccc2NC(=S)Nc2c1,-2.750681924
FC(F)(F)Br,-2.667770969
C1OC1COc2ccc3c(OCC4CO4)cccc3c2,-3.919173798
CC(C)=CCC\C(C)=C\COC=O,-3.746150762
CC(C)(N=NC(C)(C)C#N)C#N,-2.713250998
CCC(C)COC(=O)C=C,-2.653206406
Clc1sc2ccccc2n1,-2.732588375
Clc1ccc2c(Cl)ccnc2c1,-2.802624638
CCC(=O)OC1C(C)CCCC1(C)C,-3.803181261
COC(=O)c1ccc(cc1)C(=O)OC,-3.796856222
CCCCCCCC1CCCC1=O,-3.769441651
O=C(Cc1ccccc1)OCc2ccccc2,-3.86327488
CN(C)C(=S)SC(=S)N(C)C,-2.830299065
CCC(=O)C(C)CC=C(C)C,-2.701095244
s1cccc1,-1.445011049
CC(C)(c1ccc(O)cc1)c2ccc(O)cc2,-2.879922295
ClC(Cl)(Cl)C=O,-0.691340871
CCC(C)CO,-0.468101062
CC(C)CCO,-0.468101062
s1cnc2ccccc12,-1.653826526
O=C1Nc2ccccc2C(=O)O1,-2.735417906
OC(c1ccccc1)C(=O)c2ccccc2,-2.849722352
CCCCCCCCO,-2.637593121
COC(=O)COc1nc(F)c(Cl)c(N)c1Cl,-3.951281028
CC(C)=CCCC(C)(OC(C)=O)C=C,-3.81577692
CC(C)(C)c1cccc(c1O)C(C)(C)C,-4.713587378
CCCCC(CC)COC(C)=O,-4.645140005
CCCCCCCCC(C)C#N,-4.63242095
CC(C)CCCC=C,-4.458990177
ClCCc1cc2CC(=O)Nc2cc1Cl,-4.77757407
CCCCOCCOC(=O)CCCCC(=O)OCCOCCCC,-4.958733139
CC(c1ccccc1)c2ccccc2,-4.692503939
Cc1ccccc1Cc2ccccc2,-4.692503939
OC(=O)c1cc(Nc2ccccc2)c(cc1Nc3ccccc3)C(O)=O,-4.985723288
O=C(OCc1ccccc1)/C=C/c2ccccc2,-4.820796026
O=C1N=C(NC(=N1)c2ccccc2)c3ccccc3,-5.493585254
CC(C)C(=O)OC(C)(CCC=C(C)C)C=C,-4.810584984
CCCCC(CC)C(=O)OCC(C)(C)COC(=O)C(CC)CCCC,-5.02063787
CCOC(=O)C1C(C=C(C)C)C1(C)C,-4.765268274
CC(=O)c1cc(cc2c1CCC2(C)C)C(C)(C)C,-4.870866208
Cc1ccc(Nc2cc(C(O)=O)c(Nc3ccc(C)cc3)cc2C(O)=O)cc1,-5.070513482
COc1cc(NC(=O)c2cc3ccccc3cc2O)c(OC)cc1Cl,-5.062270146
CCCCC(CC)COC(=O)C(C)=C,-4.805974161
CCCCC(CC)CCl,-4.680882096
NC(=O)c1ccc(NC(=O)c2ccc(N)cc2)cc1,-4.915649994
C=CC(=O)OCCCCCCCCCCOC(=O)C=C,-4.960875455
CC1(C)CC2(CC(C)(C)N1)OC3(CCCCCCCCCCC3)NC2=O,-5.084664439
CCC(C)(C)c1ccc(O)c(c1)C(C)(C)CC,-4.892804854
ClC(=O)OCCOCCOC(Cl)=O,-4.886549003
OCc1cccc(Oc2ccccc2)c1,-2.825873142
O=C1CCCCCCCCCCCN1,-2.81950432
COC(=O)\C=C\c1ccccc1,-2.73434753
CSc1cc(SC)c(N)c(C)c1N,-2.856925458
COc1ccc(\C=C\C)cc1OC,-2.778226795
Cc1ccc2cccc(O)c2n1,-1.730618615
CC(C)(COCCCOC(=O)C=C)COCCCOC(=O)C=C,-3.04954214
CCCCCOC=O,-1.602059991
COC(=O)c1cccc(c1)C(=O)OC,-2.825819918
C=Cc1ccccc1,-2.555269616
CCCCCCOC(=O)C(C)=C,-3.755421034
Clc1cc(Cl)c(Cl)nc1Cl,-3.861424691
Nc1scc(n1)c2ccc3ccccc3c2,-4.849542252
CCCCCC(CO)Cc1ccccc1,-3.843268562
CCCCCCCCCC=O,-3.725525503
CC(=O)OC/C=C(C)/CCC=C(C)C,-3.830500177
CC(CC/C=C(C)/CCC=O)C=C,-3.79357605
COC(=O)C(F)(F)F,-0.647983703
CCOc1cc(C=O)ccc1O,-1.764202268
CC(=O)CCc1ccccc1,-1.716017996
COc1cc(NC(=O)CC(C)=O)c(OC)cc1Cl,-2.979244778
CC(=O)OC\C=C\c1ccccc1,-2.792724534
CC(=O)Oc1ccc(cc1C2C(=O)Oc3ccc(cc23)C(C)(C)CC(C)(C)C)C(C)(C)CC(C)(C)C,-6.692582562
CCC(C)CCCC(C)(C)O,-2.749344685
CC(CO)CCC1CC=C(C)C1(C)C,-3.842746406
CCCCCCCCCCCC(=O)N(C)C,-3.909307051
CC(C)(C)C1CCC(O)CC1,-3.103262125
CCCCCCCCCCCCCCN(C)C,-3.935692561
CCCCl,-1.45340682
CC(=O)c1ccc2ccccc2c1,-2.796418719
CC(Cl)CCl,-1.621664713
CCNc1ccccc1,-1.652077936
CC(C)CCOCCC(C)C,-3.760107067
Cc1ccc(Cl)c(Cl)c1,-3.775545726
CC(=O)CC(c1ccccc1)C2=C(O)Oc3ccccc3C2=O,-3.062508747
COC(=O)c1ccccc1C,-1.756647676
CC(C)=C,-2.32906904
Nc1cccc(O)c1,-0.622962848
CCCCCCCC/C=C/CCCCCCCC(=O)NCCCN(C)C,-4.149259389
Cc1c(Cl)cccc1Cl,-3.791936142
O=C1CCCCCCCCCCC1,-3.845829996
CC(C)=CCCC(C)(O)C#C,-1.772080431
Oc1ccc(cc1O)C(=O)c2ccccc2,-2.92262005
CCCCC(CC)CN,-1.713480463
Cc1ccc(N)cc1Cl,-1.753126312
