job_name,workflow_id,timestamp,status,mol_id,job_type,result,failure_reason,retry_count
E-0001827_SP_lipid,ca31345e-5d9e-4f74-a559-5f18498ebc96,2025-12-08T14:09:08.375234,completed,,single_point,"{""dft_descriptors"": {""E_HOMO"": -0.19104542792511614, ""E_LUMO_HOMO_GAP"": 0.1299033788088612, ""Dipole_Moment"": 2.8679744768223654, ""Polarizability"": 402.8926973509171, ""PSA_DFT"": 287.51206738565554, ""SCF_Energy"": -1264.1156055645122}, ""scf_energy"": -1264.1156055645122}",,0
E-0001827_SP_gas,48ce63f9-94be-41d1-a612-a92e10bdef7d,2025-12-08T14:08:04.777416,completed,,single_point,"{""dft_descriptors"": {""E_HOMO"": -0.19095296683407278, ""E_LUMO_HOMO_GAP"": 0.13163489064035863, ""Dipole_Moment"": 2.382985423129878, ""Polarizability"": 336.992542349447, ""PSA_DFT"": 174.72652712537348, ""SCF_Energy"": -1264.1045427828465}, ""scf_energy"": -1264.1045427828465}",,0
E-0002019_GO,cadcb556-18bd-459c-8fbb-f6f74a9e5f36,2025-12-08T16:42:12.571269,completed,E-0002019,geometry_opt,,,0
E-0002036_GO,0c0a2ddb-e0e9-45b7-912e-848696b2a6f9,2025-12-08T16:38:08.371722,completed,E-0002036,geometry_opt,,,0
E-0002036_SP_water,32131ebd-b50c-41bc-b8f1-dd79d0eac4ea,2025-12-08T17:56:54.316769,completed,,single_point,"{""dft_descriptors"": {""E_HOMO"": -0.20090655598752552, ""E_LUMO_HOMO_GAP"": 0.1265891886571085, ""Dipole_Moment"": 3.451664720543972, ""Polarizability"": 631.1818573830877, ""PSA_DFT"": 521.3883720554533, ""SCF_Energy"": -1741.9196416958957}, ""scf_energy"": -1741.9196416958957}",,0
E-0002036_SP_lipid,7ea943c1-37b7-4501-9f91-45c8dd251db0,2025-12-08T17:56:55.149947,completed,,single_point,"{""dft_descriptors"": {""E_HOMO"": -0.19867101029773, ""E_LUMO_HOMO_GAP"": 0.12620564988413194, ""Dipole_Moment"": 2.779952847526236, ""Polarizability"": 561.0713810035921, ""PSA_DFT"": 396.58466532806574, ""SCF_Energy"": -1741.9048556480063}, ""scf_energy"": -1741.9048556480063}",,0
E-0002036_SP_gas,5ef0c3a1-9f9f-4c09-a193-c6a0a46081ff,2025-12-08T17:56:55.921774,completed,,single_point,"{""dft_descriptors"": {""E_HOMO"": -0.19632528773233457, ""E_LUMO_HOMO_GAP"": 0.12569567382640143, ""Dipole_Moment"": 2.1628296546561034, ""Polarizability"": 488.2632766531171, ""PSA_DFT"": 262.06880523063205, ""SCF_Energy"": -1741.887367406974}, ""scf_energy"": -1741.887367406974}",,0
E-0002019_SP_water,49b27a76-31fb-4a3f-803c-5f03f96b7584,2025-12-08T17:56:56.735595,completed,,single_point,"{""dft_descriptors"": {""E_HOMO"": -0.20436818363700995, ""E_LUMO_HOMO_GAP"": 0.14895361955068387, ""Dipole_Moment"": 2.6410913224741424, ""Polarizability"": 726.5721913902348, ""PSA_DFT"": 822.7780444163612, ""SCF_Energy"": -2042.2593921237217}, ""scf_energy"": -2042.2593921237217}",,0
E-0002019_SP_lipid,85d56b36-fbba-48af-b165-4e925c50ee6e,2025-12-08T17:56:57.819075,completed,,single_point,"{""dft_descriptors"": {""E_HOMO"": -0.20009955230008863, ""E_LUMO_HOMO_GAP"": 0.14672360179893731, ""Dipole_Moment"": 2.230049149435628, ""Polarizability"": 645.1771297027057, ""PSA_DFT"": 691.2869094618645, ""SCF_Energy"": -2042.2371952141505}, ""scf_energy"": -2042.2371952141505}",,0
E-0002019_SP_gas,f0e6108b-d0f5-4bcb-af7d-bad190c044b7,2025-12-08T17:56:58.522744,completed,,single_point,"{""dft_descriptors"": {""E_HOMO"": -0.19574288795754916, ""E_LUMO_HOMO_GAP"": 0.14366172334676452, ""Dipole_Moment"": 1.8447085059596873, ""Polarizability"": 562.6292989042332, ""PSA_DFT"": 533.2405591877208, ""SCF_Energy"": -2042.2114000043362}, ""scf_energy"": -2042.2114000043362}",,0
E-0002269_GO,58a998d4-bf48-45af-bfee-748cf5ef19da,2025-12-08T22:11:44.582665,completed,E-0002269,geometry_opt,,,0
E-0002284_GO,d462b74f-daba-412c-b0d4-5d68761529d4,2025-12-08T21:59:51.715330,completed,E-0002284,geometry_opt,,,0
E-0002290_GO,6e00ae9b-4705-44de-aeb9-7134ab0b847c,2025-12-08T22:04:35.942035,completed,E-0002290,geometry_opt,,,0
E-0002377_GO,e8969643-fc1d-4535-992a-cb28275b5aed,2025-12-08T21:59:53.787973,completed,E-0002377,geometry_opt,,,0
E-0003046_GO,78b43a7a-123f-445d-9330-170b3d5a9c6c,2025-12-08T22:09:26.100983,completed,E-0003046,geometry_opt,,,0
E-0003079_GO,0acc333e-9ada-402c-9c20-6d1301876341,2025-12-08T22:02:15.619728,completed,E-0003079,geometry_opt,,,0
E-0003089_GO,fded3208-7bbf-425a-9ccb-b8cc2c07d71b,2025-12-08T21:59:56.343029,completed,E-0003089,geometry_opt,,,0
E-0003090_GO,94fb52f3-2c00-47f6-8424-fc49e9a10693,2025-12-08T22:41:25.992167,completed,E-0003090,geometry_opt,,,0
E-0010021_GO,864db2b1-1999-47d1-8bb2-17e3adeebce4,2025-12-08T22:04:38.388153,completed,E-0010021,geometry_opt,,,0
E-0010022_GO,41a48f9b-08db-4142-add6-a99016d743e9,2025-12-08T23:07:33.996484,completed,E-0010022,geometry_opt,,,0
E-0010024_GO,69730d64-f423-4abc-8573-0e8179c4201d,2025-12-08T22:28:00.462182,completed,E-0010024,geometry_opt,,,0
E-0010025_GO,ce3ac930-0ebe-4e0d-817d-e01f4d2287e9,2025-12-08T22:16:32.537636,completed,E-0010025,geometry_opt,,,0
E-0010059_GO,35a09dd4-6ce2-4985-be2b-860877d36dfb,2025-12-08T23:22:14.249087,completed,E-0010059,geometry_opt,,,0
E-0010060_GO,f27c98e0-c8ec-4dc8-aae6-8640838c89d8,2025-12-08T23:05:24.541513,completed,E-0010060,geometry_opt,,,0
E-0010062_GO,1de211bc-1876-4267-8485-79d99b0be504,2025-12-08T22:02:19.068872,completed,E-0010062,geometry_opt,,,0
E-0010066_GO,95b75c24-5303-4dc6-b581-68c0cf428a5e,2025-12-08T22:43:39.229743,completed,E-0010066,geometry_opt,,,0
E-0010071_GO,7389f4f3-ddbb-4163-9bbb-6752d7f75ad7,2025-12-08T23:05:26.676172,completed,E-0010071,geometry_opt,,,0
E-0010120_GO,c83065dc-520a-4e8c-98dc-b4841f9e379b,2025-12-08T22:48:02.862128,completed,E-0010120,geometry_opt,,,0
E-0010121_GO,ce52fadd-e659-4f2c-9685-000fdf4093a3,2025-12-08T22:50:13.836820,completed,E-0010121,geometry_opt,,,0
E-0010138_GO,a8069b7b-ada4-49ce-8b20-a736e1f483ec,2025-12-08T22:58:55.156052,completed,E-0010138,geometry_opt,,,0
E-0010347_GO,02c0df24-4dc8-465e-b906-6a68bc1ecea6,2025-12-08T22:14:18.124621,completed,E-0010347,geometry_opt,,,0
E-0010358_GO,57c33df4-d1b8-499f-ac0c-4f0ebbcc85e9,2025-12-08T22:18:52.783483,completed,E-0010358,geometry_opt,,,0
E-0010360_GO,7434cb26-3bad-4b5e-a406-c374b170cbc3,2025-12-08T22:48:05.548826,completed,E-0010360,geometry_opt,,,0
E-0010361_GO,c1fbadf0-1455-4a4c-bd37-704059b410ab,2025-12-08T22:37:03.116093,completed,E-0010361,geometry_opt,,,0
E-0010362_GO,59c9d016-1e4f-44cf-80df-8e5d68d94091,2025-12-08T23:20:08.313954,completed,E-0010362,geometry_opt,,,0
E-0010455_GO,ffbf9c87-749c-4e28-8b23-970f95972fc8,2025-12-08T23:18:02.133742,completed,E-0010455,geometry_opt,,,0
E-0010457_GO,100ac8b5-8c14-4e2a-95b2-578634155397,2025-12-08T23:30:26.450381,completed,E-0010457,geometry_opt,,,0
E-0010464_GO,d2c43192-584a-4404-b40c-d53d102a48ff,2025-12-08T23:01:09.098330,completed,E-0010464,geometry_opt,,,0
E-0010481_GO,1507304a-c038-477c-a773-e3ec01a2bf6d,2025-12-08T23:05:29.499213,completed,E-0010481,geometry_opt,,,0
E-0010482_GO,c7544317-f361-45a9-9a8f-839195ce68a5,2025-12-08T22:45:53.096197,completed,E-0010482,geometry_opt,,,0
E-0010495_GO,2cf0e1f5-c1a7-4426-8d14-4094f42630e2,2025-12-08T22:32:35.534636,completed,E-0010495,geometry_opt,,,0
E-0010519_GO,f0170514-e921-459d-80a3-6d65a933dd66,2025-12-08T22:30:20.380476,completed,E-0010519,geometry_opt,,,0
E-0010520_GO,8a933386-f0a5-4910-aaf4-39c3c14e49f6,2025-12-08T22:07:06.218803,completed,E-0010520,geometry_opt,,,0
E-0010559_GO,29acb422-412c-40ca-8fe8-1a7320381f9c,2025-12-08T22:28:05.809552,completed,E-0010559,geometry_opt,,,0
E-0010561_GO,a3c7e704-6132-4d88-bc0c-965ec468de88,2025-12-08T22:21:16.746452,completed,E-0010561,geometry_opt,,,0
E-0010562_GO,e779035d-3757-4acf-bd9d-2e72585dc461,2025-12-08T22:58:58.559320,completed,E-0010562,geometry_opt,,,0
E-0010567_GO,bf72304b-0e7d-4838-a32a-f535a02f8fc1,2025-12-08T22:11:57.253252,completed,E-0010567,geometry_opt,,,0
E-0010568_GO,b6660750-9de6-4490-a227-c6daafd65f87,2025-12-08T22:18:57.272801,completed,E-0010568,geometry_opt,,,0
E-0010569_GO,2fc6b33a-ea5f-42b0-9774-bb65ea85106c,2025-12-08T22:56:48.686649,completed,E-0010569,geometry_opt,,,0
E-0010578_GO,ead20360-bc05-4a3f-9a2a-6bff3249f671,2025-12-08T22:28:08.179356,completed,E-0010578,geometry_opt,,,0
E-0010584_GO,4d9e5f04-c5e5-458e-bafc-d45293bb1f68,2025-12-08T22:23:32.830660,completed,E-0010584,geometry_opt,,,0
E-0010596_GO,0ddda1fa-878b-4592-be1b-a95f23973953,2025-12-08T22:43:43.815067,completed,E-0010596,geometry_opt,,,0
E-0010600_GO,1ca6827c-62b2-4457-9de5-cf46c90c2cb2,2025-12-08T22:59:00.601393,completed,E-0010600,geometry_opt,,,0
E-0010604_GO,05ce35cd-acf9-4eae-8e33-c80c632b2835,2025-12-08T23:11:47.780305,completed,E-0010604,geometry_opt,,,0
E-0010607_GO,fe417302-ae8c-4e47-aa2f-7a99b1adb8f9,2025-12-08T23:03:17.341459,completed,E-0010607,geometry_opt,,,0
E-0010611_GO,57e79d16-3d44-4761-ab3c-6703cbc584b2,2025-12-08T22:25:50.531684,completed,E-0010611,geometry_opt,,,0
E-0010625_GO,b55dd4f4-707d-4d0e-a620-e97ba741d776,2025-12-08T22:34:48.108664,completed,E-0010625,geometry_opt,,,0
E-0010627_GO,befd7e9f-ec24-4ba7-be45-7bf539e894ce,2025-12-08T22:34:50.463187,completed,E-0010627,geometry_opt,,,0
E-0010628_GO,1ebb3f69-e64c-4986-8ea7-6e6488025f69,2025-12-08T22:16:40.285524,completed,E-0010628,geometry_opt,,,0
E-0010647_GO,347bc7e2-3956-40c9-9b4a-e91f2c40e2ea,2025-12-08T22:12:01.406029,completed,E-0010647,geometry_opt,,,0
E-0010656_GO,d60f7f9f-5dc1-44b8-889b-647b48a44017,2025-12-08T22:25:52.928796,completed,E-0010656,geometry_opt,,,0
E-0010660_GO,ed14f48a-651b-426c-8ce8-5674de5d30ca,2025-12-08T22:21:20.594297,completed,E-0010660,geometry_opt,,,0
E-0010662_GO,0602bc8b-7a11-49fb-bc0c-f2770ce72271,2025-12-08T22:19:00.917992,completed,E-0010662,geometry_opt,,,0
E-0010676_GO,f3a5020c-4c59-412a-80da-13697c6c2a9f,2025-12-08T22:39:19.692516,completed,E-0010676,geometry_opt,,,0
E-0010686_GO,9e29c933-ba61-4d94-8132-299324b80003,2025-12-08T22:04:48.193575,completed,E-0010686,geometry_opt,,,0
E-0010690_GO,f90a1e84-c94f-4937-91e0-c526b1e897bc,2025-12-08T22:37:07.292341,completed,E-0010690,geometry_opt,,,0
E-0010691_GO,66d90acc-5ed2-4f06-ab02-8de710916ffe,2025-12-08T22:04:50.110979,completed,E-0010691,geometry_opt,,,0
E-0010712_GO,3a774e7b-0950-4c47-9e7f-cc899053d0ac,2025-12-08T22:59:02.884797,completed,E-0010712,geometry_opt,,,0
E-0010713_GO,28daa83b-b80f-41f5-b655-38a8ce9ed537,2025-12-08T22:23:36.790986,completed,E-0010713,geometry_opt,,,0
E-0010724_GO,9d20af5e-42ae-4d85-b2bf-ffbc7fae9cc7,2025-12-08T22:52:29.281870,completed,E-0010724,geometry_opt,,,0
E-0010727_GO,15a8937c-b209-4777-bbf6-6c612d517e80,2025-12-08T22:12:04.801640,completed,E-0010727,geometry_opt,,,0
E-0010730_GO,8106544d-b7c9-4bd7-a761-1906b9aae474,2025-12-08T23:18:04.535389,completed,E-0010730,geometry_opt,,,0
E-0010733_GO,2cc11c3d-1f45-4a82-9f31-5c0cbfdd9246,2025-12-08T23:20:11.084565,completed,E-0010733,geometry_opt,,,0
E-0010734_GO,37399f0d-37d1-46f5-bd5e-a60fe74dc1e5,2025-12-08T23:24:18.175282,completed,E-0010734,geometry_opt,,,0
E-0010736_GO,7ff02156-03c5-41ba-9b3a-4a6dbcffefa4,2025-12-08T22:37:10.174858,completed,E-0010736,geometry_opt,,,0
E-0010737_GO,e81a2d5f-0fef-43a1-9c7c-a0f65c37908d,2025-12-08T22:07:13.387197,completed,E-0010737,geometry_opt,,,0
E-0010738_GO,91b7a3c6-ee96-42d6-888c-1c7998678a33,2025-12-08T22:34:53.576558,completed,E-0010738,geometry_opt,,,0
E-0010739_GO,b6b3b156-6bf0-403c-945f-de48f361f374,2025-12-08T23:07:37.672536,completed,E-0010739,geometry_opt,,,0
E-0010751_GO,aa874fe0-319d-4deb-ae6e-00da4f8db39c,2025-12-08T23:11:50.707969,completed,E-0010751,geometry_opt,,,0
E-0010754_GO,4ae69e92-0d37-4256-80f6-48952bc73c15,2025-12-08T23:13:55.755157,completed,E-0010754,geometry_opt,,,0
E-0010765_GO,6ea6a340-99f2-4070-bee1-b8232bb485ac,2025-12-08T22:19:05.310789,completed,E-0010765,geometry_opt,,,0
E-0010766_GO,717f8cc1-ca69-4b35-af3a-a7cc5a9b8722,2025-12-08T23:24:20.055069,completed,E-0010766,geometry_opt,,,0
E-0010767_GO,3fd57e10-0aa5-43cb-9a7e-6d19936b6add,2025-12-08T22:23:40.294388,completed,E-0010767,geometry_opt,,,0
E-0010768_GO,21151425-e0de-4f0d-bbc2-6e6c04eed612,2025-12-08T22:07:16.419403,completed,E-0010768,geometry_opt,,,0
E-0010771_GO,2b2295b0-658b-4d91-a637-2684d27bc3e2,2025-12-08T22:30:25.842958,completed,E-0010771,geometry_opt,,,0
E-0010772_GO,40c99020-76ea-49c7-a45c-902e47fd4022,2025-12-08T22:04:55.296852,completed,E-0010772,geometry_opt,,,0
E-0010774_GO,acd3d9df-db1f-4e2b-8bac-3ee296bb3791,2025-12-08T22:52:32.527502,completed,E-0010774,geometry_opt,,,0
E-0010776_GO,b1c67c13-0ff9-4e7b-b3e0-d766b1ab9981,2025-12-08T22:07:18.656650,completed,E-0010776,geometry_opt,,,0
E-0010784_GO,e52b9aaf-daa1-43dc-906b-e143738c6c3a,2025-12-08T22:52:34.387560,completed,E-0010784,geometry_opt,,,0
E-0010786_GO,68f5d49a-f3bd-4352-8cfb-63db7836b66c,2025-12-08T22:12:09.151752,completed,E-0010786,geometry_opt,,,0
E-0010812_GO,d8677677-326b-41ce-a0a3-1340cab14d66,2025-12-08T22:50:20.202198,completed,E-0010812,geometry_opt,,,0
E-0010816_GO,2dea87ff-31ad-4a88-9eb9-c50ae28aab94,2025-12-08T22:16:46.061013,completed,E-0010816,geometry_opt,,,0
E-0010922_GO,182f9768-8d92-4225-ba90-9c8bc628d06e,2025-12-08T22:54:42.545391,completed,E-0010922,geometry_opt,,,0
E-0010975_GO,03cf6e98-6e22-40e3-8ea2-911a67904986,2025-12-08T23:26:23.415071,completed,E-0010975,geometry_opt,,,0
E-0010989_GO,ca4f3518-7701-454d-879e-2c4ba70878be,2025-12-08T22:50:22.723561,completed,E-0010989,geometry_opt,,,0
E-0010994_GO,518ea4c2-297f-4104-8cb6-c7373db2c61b,2025-12-08T22:12:11.867542,completed,E-0010994,geometry_opt,,,0
E-0011026_GO,6bf0d782-cfc5-4d69-8447-0ff5ea0bc7c3,2025-12-08T22:30:28.587651,completed,E-0011026,geometry_opt,,,0
E-0011078_GO,fd97a89e-caac-4518-8b23-b2301b2b22be,2025-12-08T22:41:35.412389,completed,E-0011078,geometry_opt,,,0
E-0011079_GO,1ac1ff59-4a8e-4046-82da-cd216f6d25af,2025-12-08T22:19:09.081309,completed,E-0011079,geometry_opt,,,0
E-0011083_GO,aedca869-f3af-4d57-a7ca-cc5edaf7b54f,2025-12-08T23:09:44.209116,completed,E-0011083,geometry_opt,,,0
E-0011122_GO,af87df91-d0ce-47b3-97f5-c3a435651588,2025-12-08T22:07:22.689805,completed,E-0011122,geometry_opt,,,0
E-0011133_GO,9636ae62-3b4b-4214-b139-6057274a80c9,2025-12-08T22:09:41.431001,completed,E-0011133,geometry_opt,,,0
E-0011137_GO,3afaea58-280d-4a44-af92-19023fd0ac29,2025-12-08T23:03:20.899086,completed,E-0011137,geometry_opt,,,0
E-0011166_GO,020d00ca-2ad0-4320-9431-9799b7f8b67d,2025-12-08T22:45:58.907040,completed,E-0011166,geometry_opt,,,0
E-0011167_GO,ea93d9ab-a757-4afd-abb6-8dc0d14dfa40,2025-12-08T22:34:58.012996,completed,E-0011167,geometry_opt,,,0
E-0002284_SP_water,ab617d65-27ad-4bc0-868d-2a8deea7f278,2025-12-09T08:05:24.883348,completed,,single_point,"{""dft_descriptors"": {""E_HOMO"": -0.1979747729071199, ""E_LUMO_HOMO_GAP"": 0.13991207068774117, ""Dipole_Moment"": 4.16391464255234, ""Polarizability"": 591.3595023648721, ""PSA_DFT"": 751.0257263619518, ""SCF_Energy"": -1844.8535883487568}, ""scf_energy"": -1844.8535883487568}",,0
E-0002284_SP_lipid,2a2ebefe-e4a9-48e2-a837-14db291cc0ad,2025-12-09T08:05:25.562732,completed,,single_point,"{""dft_descriptors"": {""E_HOMO"": -0.1911753492258222, ""E_LUMO_HOMO_GAP"": 0.13335719252647119, ""Dipole_Moment"": 3.647585726572885, ""Polarizability"": 520.1601282276523, ""PSA_DFT"": 637.7970234497818, ""SCF_Energy"": -1844.8359896790093}, ""scf_energy"": -1844.8359896790093}",,0
E-0002284_SP_gas,bc29760d-a7a2-4456-8cc2-f6d5cd5bd8b6,2025-12-09T08:05:26.478477,completed,,single_point,"{""dft_descriptors"": {""E_HOMO"": -0.18396143884173088, ""E_LUMO_HOMO_GAP"": 0.12415889079578912, ""Dipole_Moment"": 3.0986434666324993, ""Polarizability"": 447.21913133568916, ""PSA_DFT"": 465.6822681877651, ""SCF_Energy"": -1844.8143857059767}, ""scf_energy"": -1844.8143857059767}",,0
E-0002377_SP_water,f545b937-4eb5-4999-a6f8-119f8c47f1d6,2025-12-09T08:05:27.362801,completed,,single_point,"{""dft_descriptors"": {""E_HOMO"": -0.19918147113053794, ""E_LUMO_HOMO_GAP"": 0.12862868396846855, ""Dipole_Moment"": 1.9218879164200848, ""Polarizability"": 543.8092757732907, ""PSA_DFT"": 663.6460793611511, ""SCF_Energy"": -1445.1575504507773}, ""scf_energy"": -1445.1575504507773}",,0
E-0002377_SP_lipid,10a33c36-164c-47de-ae1a-9b9430a93531,2025-12-09T08:05:28.016800,completed,,single_point,"{""dft_descriptors"": {""E_HOMO"": -0.19608259781949441, ""E_LUMO_HOMO_GAP"": 0.1282643090492118, ""Dipole_Moment"": 1.6306311464715044, ""Polarizability"": 480.5439191529888, ""PSA_DFT"": 541.4917908835823, ""SCF_Energy"": -1445.138253273}, ""scf_energy"": -1445.138253273}",,0
E-0002377_SP_gas,573d458b-3848-4b08-a4aa-1e062c40274a,2025-12-09T08:05:28.642289,completed,,single_point,"{""dft_descriptors"": {""E_HOMO"": -0.19311548336547435, ""E_LUMO_HOMO_GAP"": 0.1278807108918112, ""Dipole_Moment"": 1.3338070659487107, ""Polarizability"": 414.3772399726863, ""PSA_DFT"": 392.4309310854072, ""SCF_Energy"": -1445.115292829982}, ""scf_energy"": -1445.115292829982}",,0
E-0003089_SP_water,4c2a0d79-fa9e-45b3-ab9b-c52c16e562be,2025-12-09T08:05:29.331338,completed,,single_point,"{""dft_descriptors"": {""E_HOMO"": -0.19844293696725315, ""E_LUMO_HOMO_GAP"": 0.15031328321938525, ""Dipole_Moment"": 0.9206370449990875, ""Polarizability"": 494.12616937941885, ""PSA_DFT"": 675.3291636193383, ""SCF_Energy"": -1371.1934609412415}, ""scf_energy"": -1371.1934609412415}",,0
E-0003089_SP_lipid,434d5b67-6bec-4a81-b43f-5b164355ed42,2025-12-09T08:05:29.996657,completed,,single_point,"{""dft_descriptors"": {""E_HOMO"": -0.1936802827572024, ""E_LUMO_HOMO_GAP"": 0.15115612306845308, ""Dipole_Moment"": 0.8217204051050272, ""Polarizability"": 434.9328375642296, ""PSA_DFT"": 608.77404157036, ""SCF_Energy"": -1371.174981599498}, ""scf_energy"": -1371.174981599498}",,0
E-0003089_SP_gas,0e6cddb8-cb74-401f-9570-0fc030700042,2025-12-09T08:05:30.582074,completed,,single_point,"{""dft_descriptors"": {""E_HOMO"": -0.1886549861589584, ""E_LUMO_HOMO_GAP"": 0.15178963201749607, ""Dipole_Moment"": 0.7170579190121351, ""Polarizability"": 374.5538247663926, ""PSA_DFT"": 499.46085915950727, ""SCF_Energy"": -1371.1532297353792}, ""scf_energy"": -1371.1532297353792}",,0
E-0003079_SP_water,cbeef445-b60b-4089-b626-005f22752f31,2025-12-09T08:05:31.195717,completed,,single_point,"{""dft_descriptors"": {""E_HOMO"": -0.20521925026706134, ""E_LUMO_HOMO_GAP"": 0.1299344324490529, ""Dipole_Moment"": 4.156296921895824, ""Polarizability"": 476.84318382152895, ""PSA_DFT"": 334.0410007730498, ""SCF_Energy"": -1331.892905437717}, ""scf_energy"": -1331.892905437717}",,0
E-0003079_SP_lipid,8d66984a-4518-4b06-9727-bd9b1ec8beac,2025-12-09T08:05:31.814017,completed,,single_point,"{""dft_descriptors"": {""E_HOMO"": -0.20542243300497554, ""E_LUMO_HOMO_GAP"": 0.13231729020114547, ""Dipole_Moment"": 3.6526097315000725, ""Polarizability"": 412.690638923814, ""PSA_DFT"": 248.62380654990753, ""SCF_Energy"": -1331.8812064859146}, ""scf_energy"": -1331.8812064859146}",,0
E-0003079_SP_gas,272f64fd-9c76-4517-9762-a66584a71a41,2025-12-09T08:05:32.445456,completed,,single_point,"{""dft_descriptors"": {""E_HOMO"": -0.2053852806311302, ""E_LUMO_HOMO_GAP"": 0.1343986938801935, ""Dipole_Moment"": 3.137201102319424, ""Polarizability"": 348.6581725387571, ""PSA_DFT"": 198.42537168331893, ""SCF_Energy"": -1331.8669668600073}, ""scf_energy"": -1331.8669668600073}",,0
E-0010062_SP_water,367442a3-f390-44fa-a6e3-73886f49353c,2025-12-09T08:05:33.050295,completed,,single_point,"{""dft_descriptors"": {""E_HOMO"": -0.21378458484583782, ""E_LUMO_HOMO_GAP"": 0.15504562450324308, ""Dipole_Moment"": 2.06874019913688, ""Polarizability"": 389.3267443857538, ""PSA_DFT"": 371.71678221781167, ""SCF_Energy"": -1222.6715747226926}, ""scf_energy"": -1222.6715747226926}",,0
E-0010062_SP_lipid,376f3622-366e-4d64-a102-c4bcaff40282,2025-12-09T08:05:33.666607,completed,,single_point,"{""dft_descriptors"": {""E_HOMO"": -0.21478387949258618, ""E_LUMO_HOMO_GAP"": 0.15940185347125724, ""Dipole_Moment"": 1.7925697099398679, ""Polarizability"": 338.1845647404132, ""PSA_DFT"": 277.39230725048276, ""SCF_Energy"": -1222.6591781826246}, ""scf_energy"": -1222.6591781826246}",,0
